Hypervolume;Run;UserID;GroupID;LongitudinalID
8640.0;0;62DC177E02F82AABB20AEBC2;GroupE;GroupE_No
8640.0;1;62DC177E02F82AABB20AEBC2;GroupE;GroupE_No
8640.0;2;62DC177E02F82AABB20AEBC2;GroupE;GroupE_No
8640.0;3;62DC177E02F82AABB20AEBC2;GroupE;GroupE_No
8640.0;4;62DC177E02F82AABB20AEBC2;GroupE;GroupE_No
8640.0;5;62DC177E02F82AABB20AEBC2;GroupE;GroupE_No
8640.0;6;62DC177E02F82AABB20AEBC2;GroupE;GroupE_No
8640.0;7;62DC177E02F82AABB20AEBC2;GroupE;GroupE_No
8640.0;8;62DC177E02F82AABB20AEBC2;GroupE;GroupE_No
8640.0;9;62DC177E02F82AABB20AEBC2;GroupE;GroupE_No
